TABLE_NAME,COLUMN_NAME,DATA_TYPE
vw_WrongEntryFieldBook,area,varchar
vw_WrongEntryFieldBook,north,nvarchar
vw_WrongEntryFieldBook,east,nvarchar
vw_WrongEntryFieldBook,west,nvarchar
vw_WrongEntryFieldBook,south,nvarchar
vw_WrongEntryFieldBook,calc_area,nvarchar
vw_WrongEntryFieldBook,remarks,nvarchar
vw_WrongEntryFieldBook,detail,nvarchar
vw_WrongEntryFieldBook,SortKhasraNo,real
vw_WrongEntryFieldBook,LandTypeFlag,bit
vw_WrongEntryFieldBook,AreaFlag,bit
vw_WrongEntryFieldBook,NorthFlag,bit
vw_WrongEntryFieldBook,EastFlag,bit
vw_WrongEntryFieldBook,WestFlag,bit
vw_WrongEntryFieldBook,SouthFlag,bit
vw_WrongEntryFieldBook,CalcAreaFlag,bit
vw_WrongEntryFieldBook,district_name,nvarchar
vw_WrongEntryFieldBook,tehsil_name,nvarchar
vw_WrongEntryFieldBook,mauza_name,nvarchar
vw_WrongEntryFieldBook,preparation_year,int
vw_WrongEntryFieldBook,Khasra_area,varchar
vw_GetMaxMinKhatuniNo,MinKhatuni_no,nvarchar
vw_GetMaxMinKhatuniNo,MaxKhatuni_no,nvarchar
vw_GetMaxMinKhatuniNo,khewat_id,uniqueidentifier
vw_GetMaxMinKhatuniNo,khewat_no,nvarchar
vw_GetMaxMinKhatuniNo,person_id,uniqueidentifier
vw_GetMaxMinKhatuniNo,share,varchar
TransactionOperations,transaction_id,uniqueidentifier
TransactionOperations,Operation_id,uniqueidentifier
TransactionOperations,Remarks,nvarchar
TransactionOperations,transaction_type,nvarchar
TransactionOperations,user_id,uniqueidentifier
TransactionOperations,access_datetime,datetime
TransactionOperations,time_stamp,timestamp
GardawriTemp,mauza_id,uniqueidentifier
GardawriTemp,season_type_id,int
GardawriTemp,land_type_name,nvarchar
GardawriTemp,crop_name,nvarchar
GardawriTemp,gardawari_year,int
GardawriTemp,crop_type_id,uniqueidentifier
GardawriTemp,CropTotalOrder,int
GardawriTemp,khasra_area,varchar
vw_RemarksPerson,person_id,uniqueidentifier
vw_RemarksPerson,first_name,nvarchar
vw_RemarksPerson,relation,nvarchar
vw_RemarksPerson,last_name,nvarchar
vw_RemarksPerson,caste_name,nvarchar
vw_RemarksPerson,address,nvarchar
vw_RemarksPerson,remarks_id,uniqueidentifier
vw_RemarksPerson,user_id,uniqueidentifier
vw_RemarksPerson,access_datetime,datetime
vw_RemarksPerson,time_stamp,timestamp
vw_RemarksPerson,is_updated,bit
vw_RemarksPerson,remarksperson_id,uniqueidentifier
vw_RemarksPerson,relation_id,int
HistoryKhasra,khasra_id,uniqueidentifier
HistoryKhasra,khatuni_id,uniqueidentifier
HistoryKhasra,khasra_no,nvarchar
HistoryKhasra,old_khasra_no,nvarchar
HistoryKhasra,land_type_id,uniqueidentifier
HistoryKhasra,irrigation_source_id,uniqueidentifier
HistoryKhasra,khasra_area,varchar
HistoryKhasra,khasra_dimension,nvarchar
HistoryKhasra,print_sequence_no,int
HistoryKhasra,is_blocked,bit
HistoryKhasra,block_detail,nvarchar
HistoryKhasra,is_urban,bit
HistoryKhasra,is_updated,bit
HistoryKhasra,is_active,bit
HistoryKhasra,is_wrong,bit
HistoryKhasra,wrong_fields,varchar
HistoryKhasra,land_classification,smallint
HistoryKhasra,location,smallint
HistoryKhasra,rate,int
HistoryKhasra,rate_units,smallint
HistoryKhasra,operation_id,smallint
HistoryKhasra,parent_khasra_id,uniqueidentifier
HistoryKhasra,user_id,uniqueidentifier
HistoryKhasra,access_date_time,datetime
HistoryKhasra,time_stamp,timestamp
HistoryKhasra,khasra_history_id,bigint
HistoryKhasra,area_format,varchar
vw_PatwarCircle,district_id,uniqueidentifier
vw_PatwarCircle,district_name,nvarchar
vw_PatwarCircle,province_id,smallint
vw_PatwarCircle,tehsil_id,uniqueidentifier
vw_PatwarCircle,tehsil_name,nvarchar
vw_PatwarCircle,qanoon_goi_id,uniqueidentifier
vw_PatwarCircle,qanoon_goi_name,nvarchar
vw_PatwarCircle,patwar_circle_id,uniqueidentifier
vw_PatwarCircle,patwar_circle_name,nvarchar
Remarks,remarks_id,uniqueidentifier
Remarks,khewat_id,uniqueidentifier
Remarks,description,nvarchar
Remarks,remarks_type,smallint
Remarks,remarks_insertion_type,smallint
Remarks,is_redink,bit
Remarks,parent_remarks_id,uniqueidentifier
Remarks,user_id,uniqueidentifier
Remarks,access_datetime,datetime
Remarks,time_stamp,timestamp
Remarks,task_id,uniqueidentifier
Remarks,remarks_correction_id,uniqueidentifier
Remarks,is_new,bit
Remarks,change_fields,nvarchar
Remarks,operation_type,int
vw_PassBookPersonArea,mauza_id,uniqueidentifier
vw_PassBookPersonArea,person_id,uniqueidentifier
vw_PassBookPersonArea,khewat_id,uniqueidentifier
vw_PassBookPersonArea,person_share,varchar
vw_PassBookPersonArea,land_type_id,uniqueidentifier
vw_PassBookPersonArea,land_type_name,nvarchar
vw_PassBookPersonArea,AreaByLandType,varchar
vw_PassBookPersonArea,ShareAreaByLandType,varchar
vw_PassBookPersonArea,units,int
vw_PassBookPersonArea,unitByLandType,int
vw_PassBookPersonArea,chak_tashkhees_id,uniqueidentifier
vw_PassBookPersonArea,khewat_no,nvarchar
vw_PassBookPersonArea,MinKhatuni_no,nvarchar
vw_PassBookPersonArea,MaxKhatuni_no,nvarchar
Intiqal,intiqal_id,uniqueidentifier
Intiqal,mauza_id,uniqueidentifier
Intiqal,operation_id,uniqueidentifier
Intiqal,intiqal_type_id,int
Intiqal,intiqal_date,datetime
Intiqal,intiqal_no,varbinary
Intiqal,intiqal_reference_no,varbinary
Intiqal,intiqal_initiation_type,smallint
Intiqal,intiqal_amount,bigint
Intiqal,evaluation_price,bigint
Intiqal,intiqal_status,tinyint
Intiqal,is_khanakasht,tinyint
Intiqal,is_shamlat,tinyint
Intiqal,intiqal_aprove_date,datetime
Intiqal,intiqal_remarks,nvarchar
Intiqal,crop_name,nvarchar
Intiqal,is_approved,bit
Intiqal,intiqal_sub_type_id,int
Intiqal,patta_start_date,varchar
Intiqal,patta_end_date,varchar
Intiqal,patta_lagan,nvarchar
Intiqal,death_date,datetime
Intiqal,is_sale_shamilat,bit
Intiqal,is_qa,bit
Intiqal,khanakasht_sub_type_id,int
Intiqal,intiqal_type,nvarchar
Intiqal,gaintax_amount,bigint
Intiqal,user_id,uniqueidentifier
Intiqal,access_datetime,datetime
Intiqal,time_stamp,timestamp
Intiqal,is_landtype_change_required,bit
vw_RHZCompleteKhewatTypeAreaTotal,mauza_id,uniqueidentifier
vw_RHZCompleteKhewatTypeAreaTotal,khewat_id,uniqueidentifier
vw_RHZCompleteKhewatTypeAreaTotal,khewat_type,smallint
vw_RHZCompleteKhewatTypeAreaTotal,feet_per_marla,smallint
vw_RHZCompleteKhewatTypeAreaTotal,area_format,smallint
vw_RHZCompleteKhewatTypeAreaTotal,land_type_name,nvarchar
vw_RHZCompleteKhewatTypeAreaTotal,TotalArea1,varchar
vw_RHZCompleteKhewatTypeAreaTotal,ncountkhasra,int
vw_RHZCompleteKhewatTypeAreaTotal,KhewatTypeArea,nvarchar
vw_RHZCompleteKhewatTypeAreaTotal,Total_Cultivated_Area_0,varchar
vw_RHZCompleteKhewatTypeAreaTotal,Total_Cultivated_Area_1,varchar
vw_RHZCompleteKhewatTypeAreaTotal,summary_Cultivated_0,nvarchar
vw_ShajraNasbbyMauza,district_id,uniqueidentifier
vw_ShajraNasbbyMauza,district_name,nvarchar
vw_ShajraNasbbyMauza,tehsil_id,uniqueidentifier
vw_ShajraNasbbyMauza,tehsil_name,nvarchar
vw_ShajraNasbbyMauza,mauza_id,uniqueidentifier
vw_ShajraNasbbyMauza,mauza_name,nvarchar
vw_ShajraNasbbyMauza,preparation_year,int
vw_ShajraNasbbyMauza,person_id,uniqueidentifier
vw_ShajraNasbbyMauza,caste_id,uniqueidentifier
vw_ShajraNasbbyMauza,caste_name,nvarchar
vw_ShajraNasbbyMauza,dep_person_id,uniqueidentifier
vw_ShajraNasbbyMauza,family_no,varchar
vw_ShajraNasbbyMauza,person_no,int
vw_ShajraNasbbyMauza,patti_id,uniqueidentifier
vw_ShajraNasbbyMauza,taraf_id,uniqueidentifier
vw_ShajraNasbbyMauza,taraf_name,nvarchar
vw_ShajraNasbbyMauza,patti_name,nvarchar
vw_ShajraNasbbyMauza,taraf_remarks,nvarchar
vw_ShajraNasbbyMauza,patti_remarks,nvarchar
vw_ShajraNasbbyMauza,tseq_no,int
vw_ShajraNasbbyMauza,pseq_no,int
vw_ShajraNasbbyMauza,is_updated,bit
vw_ShajraNasbbyMauza,is_active,bit
vw_ShajraNasbbyMauza,is_wrong,bit
vw_ShajraNasbbyMauza,family_type,smallint
khewatKhatuni,mauza_id,uniqueidentifier
khewatKhatuni,khewat_id,uniqueidentifier
khewatKhatuni,khewat_no,nvarchar
khewatKhatuni,khatuni_id,uniqueidentifier
khewatKhatuni,khatuni_no,nvarchar
khewatKhatuni,sub_khatuni_no,nvarchar
khewatKhatuni,totalmeezan,varchar
vw_GetAssignedJobsCount,assignedBy_user_id,uniqueidentifier
vw_GetAssignedJobsCount,assignedTo_user_id,uniqueidentifier
vw_GetAssignedJobsCount,transaction_type,nvarchar
vw_GetAssignedJobsCount,status,tinyint
vw_GetAssignedJobsCount,dbname,varchar
vw_GetAssignedJobsCount,mauza_name,nvarchar
vw_GetAssignedJobsCount,mauza_id,uniqueidentifier
vw_GetAssignedJobsCount,completedRecords_P,int
vw_GetAssignedJobsCount,completedRecords_S,int
vw_GetAssignedJobsCount,completed_DB_P,int
vw_GetAssignedJobsCount,completed_DB_S,int
vw_GetAssignedJobsCount,max_status_primary,int
vw_GetAssignedJobsCount,max_status_secondry,int
TransactionRemarks,transaction_id,uniqueidentifier
TransactionRemarks,intiqal_id,uniqueidentifier
TransactionRemarks,fardbadr_id,uniqueidentifier
TransactionRemarks,taghayar_id,uniqueidentifier
TransactionRemarks,designation,nvarchar
TransactionRemarks,report,nvarchar
TransactionRemarks,date,datetime
TransactionRemarks,trans_id,uniqueidentifier
TransactionRemarks,transaction_type_id,int
CSVtable,fard_id,uniqueidentifier
CSVtable,khewat_id,uniqueidentifier
CSVtable,khewat_no,nvarchar
CSVtable,khasra_no,nvarchar
CSVtable,location,smallint
CSVtable,location_name,nvarchar
CSVtable,rate_units,smallint
CSVtable,rate_units_name,nvarchar
CSVtable,rate,int
IntiqalBankOrder,intiqalbankorder_id,uniqueidentifier
IntiqalBankOrder,intiqal_id,uniqueidentifier
IntiqalBankOrder,issue_date,datetime
IntiqalBankOrder,letter_number,varbinary
IntiqalBankOrder,bank_name,varbinary
IntiqalBankOrder,branch_name,varbinary
IntiqalBankOrder,user_id,uniqueidentifier
IntiqalBankOrder,access_datetime,datetime
IntiqalBankOrder,time_stamp,timestamp
vw_RHZCompleteMauzaOwners,person_name,nvarchar
vw_RHZCompleteMauzaOwners,relation_id,nvarchar
vw_RHZCompleteMauzaOwners,address,nvarchar
vw_RHZCompleteMauzaOwners,nic,varchar
vw_RHZCompleteMauzaOwners,caste_name,nvarchar
vw_RHZCompleteMauzaOwners,person_share,varchar
vw_RHZCompleteMauzaOwners,person_area,varchar
vw_RHZCompleteMauzaOwners,AreaDescryption,nvarchar
vw_RHZCompleteMauzaOwners,Print_sequence_no,int
vw_RHZCompleteMauzaOwners,khewat_id,uniqueidentifier
vw_RHZCompleteMauzaOwners,is_marla_calculation_unit,bit
vw_RHZCompleteMauzaOwners,person_fname,nvarchar
vw_RHZCompleteMauzaOwners,person_status,nvarchar
vw_RHZCompleteMauzaOwners,person_status_id,int
vw_RHZCompleteMauzaOwners,is_active,bit
vw_RHZCompleteMauzaOwners,person_id,uniqueidentifier
vw_RHZCompleteMauzaOwners,Mohtamim_Name,varchar
vw_RHZCompleteMauzaOwners,is_govt,bit
vw_RHZCompleteMauzaOwners,pass_book_no,varchar
vw_RHZCompleteMauzaOwners,is_shared,bit
vw_RHZCompleteMauzaOwners,is_department,bit
vw_RHZCompleteMauzaOwners,kamasmarla,bit
vw_RHZCompleteMauzaOwners,is_blocked,bit
HistoryKhasraAbadi,khasra_abadi_id,uniqueidentifier
HistoryKhasraAbadi,khasra_id,uniqueidentifier
HistoryKhasraAbadi,land_type_id,uniqueidentifier
HistoryKhasraAbadi,block_no,nvarchar
HistoryKhasraAbadi,allotment_no,int
HistoryKhasraAbadi,registery_area,varchar
HistoryKhasraAbadi,taqseem_reason,nvarchar
HistoryKhasraAbadi,mustamil_reason,nvarchar
HistoryKhasraAbadi,rent,nvarchar
HistoryKhasraAbadi,operation_id,smallint
HistoryKhasraAbadi,parent_khasra_abadi_id,uniqueidentifier
HistoryKhasraAbadi,user_id,uniqueidentifier
HistoryKhasraAbadi,access_date_time,datetime
vw_WrongEntryPossession,mauza_id,uniqueidentifier
vw_WrongEntryPossession,possession_id,uniqueidentifier
vw_WrongEntryPossession,person_id,uniqueidentifier
vw_WrongEntryPossession,first_name,nvarchar
vw_WrongEntryPossession,khatuni_id,uniqueidentifier
vw_WrongEntryPossession,khatuni_no,nvarchar
vw_WrongEntryPossession,Intiqal_id,uniqueidentifier
vw_WrongEntryPossession,intiqal_no,varchar
vw_WrongEntryPossession,person_status_id,uniqueidentifier
vw_WrongEntryPossession,person_status_name,nvarchar
vw_WrongEntryPossession,person_share,varchar
vw_WrongEntryPossession,person_area,varchar
vw_WrongEntryPossession,dep_person_id,uniqueidentifier
vw_WrongEntryPossession,RahinName,nvarchar
vw_WrongEntryPossession,print_sequence_no,int
vw_WrongEntryPossession,is_updated,bit
vw_WrongEntryPossession,user_id,uniqueidentifier
vw_WrongEntryPossession,access_datetime,datetime
vw_WrongEntryPossession,time_stamp,timestamp
vw_WrongEntryPossession,detail,nvarchar
vw_WrongEntryPossession,SortKhatuniNo,real
vw_WrongEntryPossession,PersonIdFlag,bit
vw_WrongEntryPossession,KhatuniIdFlag,bit
vw_WrongEntryPossession,PersonStatusFlag,bit
vw_WrongEntryPossession,PersonShareFlag,bit
vw_WrongEntryPossession,PersonAreaFlag,bit
vw_WrongEntryPossession,DepPersonFlag,bit
vw_WrongEntryPossession,PrintSequenceFlag,bit
vw_WrongEntryPossession,district_name,nvarchar
vw_WrongEntryPossession,tehsil_name,nvarchar
vw_WrongEntryPossession,mauza_name,nvarchar
vw_WrongEntryPossession,preparation_year,int
khewatKhatuni_1,mauza_id,uniqueidentifier
khewatKhatuni_1,khewat_id,uniqueidentifier
khewatKhatuni_1,khewat_no,nvarchar
khewatKhatuni_1,khatuni_id,uniqueidentifier
khewatKhatuni_1,khatuni_no,nvarchar
khewatKhatuni_1,sub_khatuni_no,nvarchar
khewatKhatuni_1,totalmeezan,varchar
vw_Khwat,khewat_id,uniqueidentifier
vw_Khwat,parent_khewat_id,uniqueidentifier
vw_Khwat,mauza_id,uniqueidentifier
vw_Khwat,taraf_id,uniqueidentifier
vw_Khwat,patti_id,uniqueidentifier
vw_Khwat,khewat_no,nvarchar
vw_Khwat,old_khewat_no,nvarchar
vw_Khwat,sub_khewat_no,nvarchar
vw_Khwat,maalia,nvarchar
vw_Khwat,haboob,nvarchar
vw_Khwat,is_shared,bit
vw_Khwat,is_sikni,bit
vw_Khwat,khewat_type,smallint
vw_Khwat,is_blocked,bit
vw_Khwat,block_detail,nvarchar
vw_Khwat,ref_khewat_no,uniqueidentifier
vw_Khwat,total_share,varchar
vw_Khwat,total_area,varchar
vw_Khwat,area_format,smallint
vw_Khwat,is_updated,bit
vw_Khwat,is_active,bit
vw_Khwat,is_wrong,bit
vw_Khwat,wrong_fields,varchar
vw_Khwat,user_id,uniqueidentifier
vw_Khwat,access_datetime,datetime
vw_Khwat,new_khewat_no,nvarchar
vw_Khwat,time_stamp,timestamp
vw_Khwat,FirstOwner,nvarchar
vw_Khwat,TotalOwners,int
vw_Khwat,khewat_type_meezan,smallint
IntiqalCharges,intiqalcharges_id,uniqueidentifier
IntiqalCharges,intiqal_id,uniqueidentifier
IntiqalCharges,intiqal_district_fee,bigint
IntiqalCharges,Intiqal_fee,bigint
IntiqalCharges,intiqal_stamp_duty,bigint
IntiqalCharges,intiqal_cvt,bigint
IntiqalCharges,chalan_no,varchar
IntiqalCharges,bank_name,varbinary
IntiqalCharges,branch_name,varbinary
IntiqalCharges,amount_paid,bigint
IntiqalCharges,payment_date,datetime
IntiqalCharges,user_id,uniqueidentifier
IntiqalCharges,access_datetime,datetime
IntiqalCharges,time_stamp,timestamp
vw_RHZNakhlistanKhasra,khatuni_id,uniqueidentifier
vw_RHZNakhlistanKhasra,khasra_no,nvarchar
vw_RHZNakhlistanKhasra,irrigation_source_name,nvarchar
vw_RHZNakhlistanKhasra,khatuni_no,nvarchar
vw_RHZNakhlistanKhasra,khasra_area,varchar
vw_RHZNakhlistanKhasra,madaah_qty,int
vw_RHZNakhlistanKhasra,khassi_qty,int
vw_RHZNakhlistanKhasra,naar_qty,int
vw_RHZNakhlistanKhasra,total_qty,int
vw_RHZNakhlistanKhasra,old_khasra_no,nvarchar
vw_RHZNakhlistanKhasra,khatuni_description,nvarchar
vw_RHZNakhlistanKhasra,khewat_id,uniqueidentifier
vw_RHZNakhlistanKhasra,is_active,bit
vw_RHZNakhlistanKhasra,khasra_sort,real
HistoryKhatuni,khatuni_id,uniqueidentifier
HistoryKhatuni,khewat_id,uniqueidentifier
HistoryKhatuni,khatuni_no,nvarchar
HistoryKhatuni,khatuni_type_id,uniqueidentifier
HistoryKhatuni,khatuni_description,nvarchar
HistoryKhatuni,laagan,nvarchar
HistoryKhatuni,sub_khatuni_no,varchar
HistoryKhatuni,total_share,varchar
HistoryKhatuni,total_area,varchar
HistoryKhatuni,is_blocked,bit
HistoryKhatuni,block_detail,nvarchar
HistoryKhatuni,is_wrong,bit
HistoryKhatuni,wrong_fields,varchar
HistoryKhatuni,is_updated,bit
HistoryKhatuni,is_active,bit
HistoryKhatuni,operation_id,smallint
HistoryKhatuni,parent_khatuni_id,uniqueidentifier
HistoryKhatuni,user_id,uniqueidentifier
HistoryKhatuni,access_datetime,datetime
HistoryKhatuni,area_format,varchar
HistoryKhatuni,old_khatuni_no,nvarchar
vw_RptGardawari,khasra_id,uniqueidentifier
vw_RptGardawari,Gardawari_khasra_area,varchar
vw_RptGardawari,gardawari_date,datetime
vw_RptGardawari,gardawari_year,smallint
vw_RptGardawari,khasra_no,nvarchar
vw_RptGardawari,khewat_no,nvarchar
vw_RptGardawari,first_name,nvarchar
vw_RptGardawari,address,nvarchar
vw_RptGardawari,khasra_area,varchar
vw_RptGardawari,mauza_name,nvarchar
vw_RptGardawari,tehsil_name,nvarchar
vw_RptGardawari,district_name,nvarchar
vw_RptGardawari,KhatuniDescriptionKhareef0,nvarchar
vw_RptGardawari,KhatuniDescriptionRabi1,nvarchar
vw_RptGardawari,KhatuniDescriptionKhareef1,nvarchar
vw_RptGardawari,KhatuniDescriptionRabi2,nvarchar
vw_RptGardawari,KhatuniDescriptionKhareef2,nvarchar
vw_RptGardawari,KhatuniDescriptionrRabi3,nvarchar
vw_RptGardawari,KhatuniDescriptionKhareef3,nvarchar
vw_RptGardawari,KhatuniDescriptionrRabi4,nvarchar
vw_RptGardawari,mauza_id,uniqueidentifier
vw_RptGardawari,land_type_name,nvarchar
vw_RptGardawari,khatuni_no,nvarchar
vw_RptGardawari,khatuni_description,nvarchar
vw_RptGardawari,khatuni_id,uniqueidentifier
vw_RptGardawari,season_type_id,smallint
vw_RptGardawari,person_id,uniqueidentifier
vw_RptGardawari,khewat_id,uniqueidentifier
vw_RptGardawari,ETC,nvarchar
vw_RptGardawari,khasra_orderby,real
vw_RptGardawari,year1,int
vw_RptGardawari,year2,int
vw_RptGardawari,year3,int
vw_RptGardawari,year4,int
vw_RptGardawari,GardawriHareefStatus0,bit
vw_RptGardawari,GardawriRabeeStatus1,bit
vw_RptGardawari,GardawriHareefStatus1,bit
vw_RptGardawari,GardawriRabeeStatus2,bit
vw_RptGardawari,GardawriHareefStatus2,bit
vw_RptGardawari,GardawriRabeeStatus3,bit
vw_RptGardawari,GardawriHareefStatus3,bit
vw_RptGardawari,GardawriRabeeStatus4,bit
vw_RptGardawari,is_seh_hadda,bit
vw_RptGardawari,print_sequence_no,int
vw_RptGardawari,Khatuni_name,nvarchar
vw_RptGardawari,preparation_year,int
vw_RptGardawari,GardwariDateKhareef0,datetime
vw_RptGardawari,GardwariDateRabee1,datetime
vw_RptGardawari,GardwariDateKhareef1,datetime
vw_RptGardawari,GardwariDateRabee2,datetime
vw_RptGardawari,GardwariDateKhareef2,datetime
vw_RptGardawari,GardwariDateRabee3,datetime
vw_RptGardawari,GardwariDateKhareef3,datetime
vw_RptGardawari,GardwariDateRabee4,datetime
vw_RptGardawari,is_active,bit
KioskOperations,operation_id,uniqueidentifier
KioskOperations,mauza_id,uniqueidentifier
KioskOperations,operation_no,varchar
KioskOperations,operation_date,datetime
KioskOperations,revisit_date,datetime
KioskOperations,operation_type,smallint
KioskOperations,operation_remarks,nvarchar
KioskOperations,status,smallint
KioskOperations,user_id,uniqueidentifier
KioskOperations,access_datetime,datetime
KioskOperations,time_stamp,timestamp
vw_rptWrongOnwerArea,district_name,nvarchar
vw_rptWrongOnwerArea,tehsil_name,nvarchar
vw_rptWrongOnwerArea,mauza_name,nvarchar
vw_rptWrongOnwerArea,mauza_id,uniqueidentifier
vw_rptWrongOnwerArea,relation_id,nvarchar
vw_rptWrongOnwerArea,ownership_id,uniqueidentifier
vw_rptWrongOnwerArea,khewat_id,uniqueidentifier
vw_rptWrongOnwerArea,is_updated,bit
vw_rptWrongOnwerArea,khewat_no,nvarchar
vw_rptWrongOnwerArea,print_sequence_no,int
vw_rptWrongOnwerArea,first_name,nvarchar
vw_rptWrongOnwerArea,last_name,nvarchar
vw_rptWrongOnwerArea,owner_area_format,smallint
vw_rptWrongOnwerArea,person_share,varchar
vw_rptWrongOnwerArea,person_area,varchar
vw_rptWrongOnwerArea,person_area_feet,real
vw_rptWrongOnwerArea,khewat_area_format,smallint
vw_rptWrongOnwerArea,khewat_total_area,bigint
vw_rptWrongOnwerArea,GetAreaFeetByShare,int
vw_rptWrongOnwerArea,ActualAreabyShare,varchar
TransactionVisitorInfo,transactionvisitor_id,uniqueidentifier
TransactionVisitorInfo,person_id,uniqueidentifier
TransactionVisitorInfo,transaction_id,uniqueidentifier
TransactionVisitorInfo,transaction_type,int
TransactionVisitorInfo,registery_no,varchar
TransactionVisitorInfo,bahi_no,int
TransactionVisitorInfo,jild_no,int
TransactionVisitorInfo,sub_registrar,nvarchar
TransactionVisitorInfo,registery_date,datetime
TransactionVisitorInfo,visitor_type,nvarchar
TransactionVisitorInfo,is_verified,bit
TransactionVisitorInfo,copyattestation_date,date
TransactionVisitorInfo,user_id,uniqueidentifier
TransactionVisitorInfo,access_datetime,datetime
TransactionVisitorInfo,time_stamp,timestamp
IntiqalCourtOrder,intiqalcourtorder_id,uniqueidentifier
IntiqalCourtOrder,intiqal_id,uniqueidentifier
IntiqalCourtOrder,case_number,nvarchar
IntiqalCourtOrder,case_type,nvarchar
IntiqalCourtOrder,application_date,datetime
IntiqalCourtOrder,decision_date,datetime
IntiqalCourtOrder,court_name,nvarchar
IntiqalCourtOrder,judge_name,nvarchar
IntiqalCourtOrder,case_detail,nvarchar
IntiqalCourtOrder,copyattestation_date,date
IntiqalCourtOrder,user_id,uniqueidentifier
IntiqalCourtOrder,access_datetime,datetime
IntiqalCourtOrder,time_stamp,timestamp
vw_RHZRemarks,khewat_id,uniqueidentifier
vw_RHZRemarks,description,nvarchar
vw_RHZRemarks,remarks_type,smallint
vw_RHZRemarks,is_redink,bit
vw_RHZRemarks,is_updated,bit
HistoryKhewat,khewat_id,uniqueidentifier
HistoryKhewat,mauza_id,uniqueidentifier
HistoryKhewat,taraf_id,uniqueidentifier
HistoryKhewat,patti_id,uniqueidentifier
HistoryKhewat,khewat_no,nvarchar
HistoryKhewat,old_khewat_no,nvarchar
HistoryKhewat,maalia,nvarchar
HistoryKhewat,haboob,nvarchar
HistoryKhewat,is_shared,bit
HistoryKhewat,is_sikni,bit
HistoryKhewat,is_blocked,bit
HistoryKhewat,block_detail,nvarchar
HistoryKhewat,ref_khewat_no,varchar
HistoryKhewat,total_share,varchar
HistoryKhewat,is_updated,bit
HistoryKhewat,total_area,varchar
HistoryKhewat,operation_id,smallint
HistoryKhewat,parent_khewat_id,uniqueidentifier
HistoryKhewat,sub_khewat_no,nvarchar
HistoryKhewat,khewat_type,smallint
HistoryKhewat,is_active,bit
HistoryKhewat,is_wrong,bit
HistoryKhewat,wrong_fields,varchar
HistoryKhewat,user_id,uniqueidentifier
HistoryKhewat,access_datetime,datetime
HistoryKhewat,area_format,smallint
vw_GetShiftInchargeSummary,mauza_id,uniqueidentifier
vw_GetShiftInchargeSummary,mauza_name,nvarchar
vw_GetShiftInchargeSummary,transaction_type,nvarchar
vw_GetShiftInchargeSummary,mauza_stage,int
vw_GetShiftInchargeSummary,mauza_type,tinyint
vw_GetShiftInchargeSummary,access_date_time,datetime
vw_GetShiftInchargeSummary,noofRecords,int
vw_GetShiftInchargeSummary,CompletedPrimary,int
vw_GetShiftInchargeSummary,RemainingPrimary,int
vw_GetShiftInchargeSummary,CompletedSecondry,int
vw_GetShiftInchargeSummary,RemainingSecondry,int
vw_GetShiftInchargeSummary,shift_id,uniqueidentifier
vw_GetShiftInchargeSummary,supervisor_name,nvarchar
Ownership,district_name,nvarchar
Ownership,tehsil_name,nvarchar
Ownership,mauza_name,nvarchar
Ownership,mauza_id,uniqueidentifier
Ownership,Owners,int
vw_Khara,khasra_id,uniqueidentifier
vw_Khara,parent_khasra_id,uniqueidentifier
vw_Khara,khatuni_id,uniqueidentifier
vw_Khara,khasra_no,nvarchar
vw_Khara,khasra_area,varchar
vw_Khara,khasra_area_new,bigint
vw_Khara,old_khasra_no,nvarchar
vw_Khara,khasra_dimension,varchar
vw_Khara,muraba_no,varchar
vw_Khara,print_sequence_no,int
vw_Khara,is_active,bit
vw_Khara,irrigation_source_id,uniqueidentifier
vw_Khara,land_type_id,uniqueidentifier
vw_Khara,land_classification,smallint
vw_Khara,location,smallint
vw_Khara,rate,int
vw_Khara,rate_units,smallint
vw_Khara,is_blocked,bit
vw_Khara,block_detail,nvarchar
vw_Khara,is_urban,bit
vw_Khara,is_updated,bit
vw_Khara,is_wrong,bit
vw_Khara,area_format,smallint
vw_Khara,wrong_fields,varchar
vw_Khara,user_id,uniqueidentifier
vw_Khara,access_date_time,datetime
vw_Khara,kanal_area,int
vw_Khara,marla_area,int
vw_Khara,fsg_area,int
vw_Khara,inch_area,int
IntiqalLogicalPartition,intiqal_logicalpartition_id,uniqueidentifier
IntiqalLogicalPartition,intiqal_id,uniqueidentifier
IntiqalLogicalPartition,khewat_id,uniqueidentifier
IntiqalLogicalPartition,khatuni_id,uniqueidentifier
IntiqalLogicalPartition,intiqal_sub_type_id,int
IntiqalLogicalPartition,TotalKhewatArea,bigint
IntiqalLogicalPartition,is_new,bit
IntiqalLogicalPartition,user_id,uniqueidentifier
IntiqalLogicalPartition,access_datetime,datetime
IntiqalLogicalPartition,time_stamp,timestamp
vw_RptFardKhasraKhasra,fard_id,uniqueidentifier
vw_RptFardKhasraKhasra,khasra_area,varchar
vw_RptFardKhasraKhasra,khasra_no,nvarchar
vw_RptFardKhasraKhasra,khatuni_no,nvarchar
vw_RptFardKhasraKhasra,khatuni_description,nvarchar
vw_RptFardKhasraKhasra,laagan,nvarchar
vw_RptFardKhasraKhasra,irrigation_source_name,nvarchar
vw_RptFardKhasraKhasra,land_type_name,nvarchar
vw_RptFardKhasraKhasra,khewat_id,uniqueidentifier
vw_RptFardKhasraKhasra,khatuni_id,uniqueidentifier
